entity,hypernym,neg_hypernym,depth,level,pageviews,go_id,parent_id,namespace
"1,4-dihydroxy-2-naphthoate polyprenyltransferase activity",prenyltransferase activity,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",6,3,0.0,GO:0046428,GO:0004659,molecular_function
proximal convoluted tubule segment 1 cell differentiation,cell differentiation involved in kidney development,cytokinin biosynthetic process,6,3,1.48e-06,GO:0072062,GO:0061005,biological_process
phenol 2-monooxygenase activity,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",carboxylic ester hydrolase activity,6,3,4.37e-07,GO:0018662,GO:0016709,molecular_function
positive regulation of mating type switching,positive regulation of developmental process,potassium ion transmembrane transporter activity,6,3,9.77e-05,GO:0031496,GO:0051094,biological_process
regulation of chondrocyte differentiation,regulation of cell differentiation,proteinogenic amino acid biosynthetic process,6,3,2.4e-05,GO:0032330,GO:0045595,biological_process
C-C chemokine receptor CCR4 signaling pathway,chemokine-mediated signaling pathway,host-mediated perturbation of viral process,6,3,0.000107,GO:0038152,GO:0070098,biological_process
sebaceous gland development,gland development,intracellular membrane-bounded organelle,6,3,2.19e-07,GO:0048733,GO:0048732,biological_process
pyridoxal 5'-phosphate catabolic process,vitamin B6 catabolic process,"regulation of development, heterochronic",6,3,5.37e-08,GO:0032361,GO:0042820,biological_process
interleukin-15-mediated signaling pathway,cytokine-mediated signaling pathway,negative regulation of multicellular organismal process,6,3,4.25e-07,GO:0035723,GO:0019221,biological_process
carotene metabolic process,terpene metabolic process,response to light stimulus,6,3,3.89e-07,GO:0016119,GO:0042214,biological_process
regulation of defense response to virus,regulation of response to biotic stimulus,organofluorine metabolic process,6,3,2.4e-05,GO:0050688,GO:0002831,biological_process
acetylenedicarboxylate decarboxylase activity,carboxy-lyase activity,cardiac cell development,6,3,0.0,GO:0050476,GO:0016831,molecular_function
pregnan-21-ol dehydrogenase (NAD+) activity,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",dicarboxylic acid transport,6,3,1.2e-08,GO:0047007,GO:0033764,molecular_function
anterior mesonephric tubule development,mesonephric tubule development,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",6,3,3.24e-06,GO:0072165,GO:0072164,biological_process
regulation of dendritic spine morphogenesis,regulation of neuron projection development,membrane organization,6,3,2.4e-05,GO:0061001,GO:0010975,biological_process
negative regulation of immune response,negative regulation of immune system process,cardiac cell development,6,3,6.17e-05,GO:0050777,GO:0002683,biological_process
chlorophyll biosynthetic process,pigment biosynthetic process,hydro-lyase activity,6,3,5.62e-07,GO:0015995,GO:0046148,biological_process
wing cell fate specification,cell fate specification involved in pattern specification,hydro-lyase activity,6,3,4.07e-05,GO:0035311,GO:0060573,biological_process
sensory perception of electrical stimulus,sensory perception,regulation of cytokine production,6,3,4.79e-06,GO:0050952,GO:0007600,biological_process
lombricine kinase activity,kinase activity,cell differentiation involved in kidney development,6,3,0.0,GO:0050059,GO:0016301,molecular_function
sexual spore wall,spore wall,"regulation of development, heterochronic",6,3,6.61e-05,GO:0097514,GO:0031160,cellular_component
membrane invagination,membrane organization,glial cell fate commitment,6,3,6.61e-06,GO:0010324,GO:0061024,biological_process
5'-methylthioadenosine deaminase activity,deaminase activity,cellular response to oxygen-containing compound,6,3,0.0,GO:0090614,GO:0019239,molecular_function
eye morphogenesis,sensory organ morphogenesis,regulation of hormone metabolic process,6,3,0.000105,GO:0048592,GO:0090596,biological_process
"glycine secretion, neurotransmission",neurotransmitter secretion,gland development,6,3,4.07e-07,GO:0061537,GO:0007269,biological_process
triose-phosphate:phosphate antiporter activity,organophosphate:phosphate antiporter activity,cardiac cell fate commitment,6,3,0.0,GO:0009670,GO:0015315,molecular_function
6-oxocineole dehydrogenase activity,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",fatty acyl-CoA hydrolase activity,6,3,0.0,GO:0047597,GO:0016709,molecular_function
negative regulation of spermatid nuclear differentiation,negative regulation of multicellular organismal process,protocadherin-alpha-protocadherin-gamma complex,6,3,6.17e-05,GO:0045701,GO:0051241,biological_process
phosphatidylglycerol lysyltransferase activity,aminoacyltransferase activity,RNA processing,6,3,1.17e-08,GO:0050071,GO:0016755,molecular_function
positive regulation of chemotaxis,positive regulation of response to external stimulus,potassium ion transmembrane transporter activity,6,3,9.77e-05,GO:0050921,GO:0032103,biological_process
octopamine signaling pathway,octopamine or tyramine signaling pathway,regulation of respiratory gaseous exchange,6,3,2e-08,GO:0071927,GO:0007211,biological_process
protein transport across periplasmic space,protein transport,organic anion transport,6,3,3.39e-05,GO:0072322,GO:0015031,biological_process
purine nucleotide-sugar transmembrane transporter activity,nucleotide-sugar transmembrane transporter activity,symbiont-mediated perturbation of host cellular process,6,3,1.51e-07,GO:0036080,GO:0005338,molecular_function
cichorine biosynthetic process,secondary metabolite biosynthetic process,axon development,6,3,0.0,GO:0062032,GO:0044550,biological_process
protein C inhibitor-PLAT complex,serine protease inhibitor complex,secretion,6,3,3.39e-05,GO:0036026,GO:0097180,cellular_component
ADP-specific glucokinase activity,"phosphotransferase activity, alcohol group as acceptor",positive regulation of developmental process,6,3,1.06e-06,GO:0043843,GO:0016773,molecular_function
lysophospholipid transport,carbohydrate derivative transport,Wnt signaling pathway,6,3,0.0,GO:0051977,GO:1901264,biological_process
basement membrane constituent secretion,extracellular matrix constituent secretion,phenylpropanoid catabolic process,6,3,1.51e-05,GO:0061864,GO:0070278,biological_process
negative regulation of meiotic joint molecule formation,negative regulation of cell cycle process,detection of temperature stimulus involved in sensory perception,6,3,6.17e-05,GO:0010947,GO:0010948,biological_process
laminaribiose phosphorylase activity,hexosyltransferase activity,nucleotide-sugar transmembrane transporter activity,6,3,0.0,GO:0050045,GO:0016758,molecular_function
"kynurenate-7,8-dihydrodiol dehydrogenase activity","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",regulation of neuron projection development,6,3,0.0,GO:0047114,GO:0016628,molecular_function
Watasenia-luciferin 2-monooxygenase activity,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)",positive regulation of DNA recombination,6,3,0.0,GO:0050397,GO:0016703,molecular_function
isoquinoline alkaloid biosynthetic process,isoquinoline alkaloid metabolic process,pre-mRNA binding,6,3,1.66e-08,GO:0033075,GO:0033076,biological_process
negative regulation of branching involved in lung morphogenesis,negative regulation of multicellular organismal process,methylglyoxal metabolic process,6,3,6.17e-05,GO:0061048,GO:0051241,biological_process
pre-mRNA 5'-splice site binding,pre-mRNA binding,protein kinase regulator activity,6,3,1.56e-06,GO:0030627,GO:0036002,molecular_function
membrane assembly,cellular component assembly,sensory organ morphogenesis,6,3,6.61e-06,GO:0071709,GO:0022607,biological_process
positive regulation of reciprocal meiotic recombination,positive regulation of DNA recombination,tetrahydrofolate metabolic process,6,3,9.77e-05,GO:0010845,GO:0045911,biological_process
ornithine N-benzoyltransferase activity,"acyltransferase activity, transferring groups other than amino-acyl groups",ketone catabolic process,6,3,8.32e-08,GO:0050156,GO:0016747,molecular_function
protein secretion by the type VIII secretion system,protein transport across the cell outer membrane,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",6,3,3.39e-05,GO:0098777,GO:0098776,biological_process
positive regulation of deacetylase activity,regulation of deacetylase activity,regulation of vulval development,6,3,9.77e-05,GO:0090045,GO:0150065,biological_process
adenylate cyclase activator activity,cyclase activator activity,cellular response to oxygen-containing compound,6,3,5.25e-08,GO:0010856,GO:0010853,molecular_function
acetylene hydratase activity,hydro-lyase activity,protocadherin-alpha-protocadherin-gamma complex,6,3,2.75e-07,GO:0018818,GO:0016836,molecular_function
"2 iron, 2 sulfur cluster binding",iron-sulfur cluster binding,kinase activity,6,3,0.001,GO:0051537,GO:0051536,molecular_function
negative regulation of vesicle fusion,negative regulation of organelle organization,mitotic cytokinetic process,6,3,6.17e-05,GO:0031339,GO:0010639,biological_process
negative regulation of floral organ abscission,regulation of floral organ abscission,mitotic cytokinetic process,6,3,6.17e-05,GO:0060862,GO:0060860,biological_process
N-methyl nucleosidase activity,"hydrolase activity, hydrolyzing N-glycosyl compounds","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)",6,3,1.64e-06,GO:0033960,GO:0016799,molecular_function
bilirubin transport,dicarboxylic acid transport,positive regulation of developmental process,6,3,2.04e-07,GO:0015723,GO:0006835,biological_process
daunorubicin transport,organic cation transport,negative regulation of organelle organization,6,3,1.58e-08,GO:0043215,GO:0015695,biological_process
positive regulation of saliva secretion,regulation of saliva secretion,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",6,3,9.77e-05,GO:0046878,GO:0046877,biological_process
snRNA stem-loop binding,snRNA binding,cellular response to nitrogen compound,6,3,1.45e-08,GO:0035614,GO:0017069,molecular_function
mesenchymal-epithelial cell signaling involved in lung development,mesenchymal-epithelial cell signaling,protein transport across the cell outer membrane,6,3,2.43e-07,GO:0060496,GO:0060638,biological_process
negative regulation of carbohydrate metabolic process,regulation of carbohydrate metabolic process,regulation of iron ion transmembrane transport,7,4,6.17e-05,GO:0045912,GO:0006109,biological_process
polyol catabolic process,polyol metabolic process,regulation of catabolic process,7,4,4.79e-08,GO:0046174,GO:0019751,biological_process
methyl farnesoate epoxidase activity,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",epoxide hydrolase activity,6,4,1.66e-06,GO:0120511,GO:0016712,molecular_function
keratan sulfate proteoglycan metabolic process,proteoglycan metabolic process,nucleoside phosphate biosynthetic process,7,4,0.0,GO:0042339,GO:0006029,biological_process
positive regulation of protein localization to nucleus,regulation of protein localization to nucleus,interferon receptor activity,6,4,9.77e-05,GO:1900182,GO:1900180,biological_process
post-embryonic dorsal fin morphogenesis,post-embryonic medial fin morphogenesis,female genitalia development,7,4,1.69e-06,GO:0035134,GO:0035132,biological_process
