entity,hypernym,neg_hypernym,depth,level,pageviews,tree_num,parent_num
"Receptors, CXCR5","Receptors, CXCR","Receptors, Interleukin",8,6,4.47e-06,D12.776.543.750.695.160.500.500,D12.776.543.750.695.160.500
Cannabis,Cannabaceae,Linaceae,10,6,1.07e-05,B01.875.800.575.912.250.859.937.055.500,B01.875.800.575.912.250.859.937.055
"Receptors, Opioid, delta","Receptors, Opioid",Salamandridae,7,6,4.47e-06,D12.776.543.750.695.620.200,D12.776.543.750.695.620
Sodium Chloride Symporters,Symporters,"env Gene Products, Human Immunodeficiency Virus",7,6,7.41e-06,D12.776.157.530.450.625.374,D12.776.157.530.450.625
Shaw Potassium Channels,Shaker Superfamily of Potassium Channels,MAP Kinase Kinase Kinases,9,6,1.2e-05,D12.776.157.530.400.600.900.500.750,D12.776.157.530.400.600.900.500
"Mice, Mutant Strains",Mice,Triiodobenzoic Acids,11,6,1.23e-05,B01.050.150.900.649.313.992.635.505.500.550,B01.050.150.900.649.313.992.635.505.500
Lens Plant,Fabaceae,Hyperlipoproteinemias,8,6,1.48e-05,B01.875.800.575.912.250.401.450,B01.875.800.575.912.250.401
RNA 3' Polyadenylation Signals,Gene Components,Influenza A virus,7,6,4.79e-06,G05.360.340.024.340.137.775,G05.360.340.024.340.137
"Receptor, Fibroblast Growth Factor, Type 1","Receptors, Fibroblast Growth Factor","3',5'-Cyclic-GMP Phosphodiesterases",8,6,6.17e-06,D12.776.543.750.750.400.370.500,D12.776.543.750.750.400.370
Protein Kinase C-alpha,Protein Kinase C,"Estrogens, Non-Steroidal",9,6,3.39e-05,D08.811.913.696.620.682.700.725.100,D08.811.913.696.620.682.700.725
"Genes, fos",Proto-Oncogenes,Canidae,9,6,1.38e-05,G05.360.340.024.340.375.500.791.330,G05.360.340.024.340.375.500.791
MAP Kinase Kinase Kinase 1,MAP Kinase Kinase Kinases,Filarioidea,9,6,5.75e-05,D08.811.913.696.620.682.700.559.100,D08.811.913.696.620.682.700.559
"2,4-Dichlorophenoxyacetic Acid",Phenoxyacetates,Cadherins,7,6,0.001,D02.241.081.018.386.682.224,D02.241.081.018.386.682
Whales,Cetacea,Phenoxyacetates,8,6,5.89e-06,B01.050.150.900.649.313.875.865,B01.050.150.900.649.313.875
Lateral Thalamic Nuclei,Thalamic Nuclei,Myricaceae,8,6,5.62e-06,A08.186.211.200.317.826.701.485,A08.186.211.200.317.826.701
Iris Plant,Iridaceae,Gene Components,10,6,5.75e-06,B01.875.800.575.912.250.618.100.400.750,B01.875.800.575.912.250.618.100.400
"Receptors, Interleukin-4","Receptors, Interleukin",Anaphase-Promoting Complex-Cyclosome,8,6,4.47e-06,D12.776.543.750.705.852.420.360,D12.776.543.750.705.852.420
Sea Lions,Caniformia,"Keratins, Type I",9,6,0.000115,B01.050.150.900.649.313.750.250.670,B01.050.150.900.649.313.750.250
Delta-5 Fatty Acid Desaturase,Fatty Acid Desaturases,Triiodobenzoic Acids,7,6,1.29e-05,D08.811.682.690.708.392.390,D08.811.682.690.708.392
"Gold Colloid, Radioactive",Gold Radioisotopes,Copper Transport Proteins,7,6,0.000148,D01.268.556.322.500.550.400,D01.268.556.322.500.550
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",Benzenesulfonates,Ephedra,7,6,0.001,D02.455.426.559.389.097.175,D02.455.426.559.389.097
"Receptor, Macrophage Colony-Stimulating Factor","Receptors, Colony-Stimulating Factor",Vesicular Neurotransmitter Transport Proteins,8,6,6.17e-06,D12.776.543.750.705.852.150.150,D12.776.543.750.705.852.150
X-Linked Inhibitor of Apoptosis Protein,Inhibitor of Apoptosis Proteins,Dimethyldithiocarbamate,7,6,2.84e-05,D08.811.464.938.750.210.750,D08.811.464.938.750.210
Silver Staining,Staining and Labeling,Phentermine,7,6,6.46e-05,E01.370.225.500.620.670.780,E01.370.225.500.620.670
"RNA, Ribosomal, Self-Splicing",RNA Nucleotidyltransferases,Polygalaceae,7,6,4.79e-06,D08.811.913.696.445.735.917,D08.811.913.696.445.735
"Receptor, Melanocortin, Type 2","Receptors, Melanocortin",HLA-A Antigens,7,6,6.17e-06,D12.776.543.750.695.430.750,D12.776.543.750.695.430
N-Terminal Acetyltransferase C,N-Terminal Acetyltransferases,Nephritis,7,6,1.78e-05,D08.811.913.050.134.423.300,D08.811.913.050.134.423
Death Domain,Death Domain Superfamily,Lamiaceae,10,6,0.000251,G02.111.570.820.709.275.750.500.395.500,G02.111.570.820.709.275.750.500.395
Elephants,Proboscidea Mammal,Sodium Channels,9,6,6.46e-06,B01.050.150.900.649.313.250.500.249,B01.050.150.900.649.313.250.500
N-Terminal Acetyltransferase D,Histone Acetyltransferases,Tuberculosis,8,6,1.78e-05,D08.811.913.050.134.415.500.074,D08.811.913.050.134.415.500
"Respiratory Syncytial Virus, Bovine",Respiratory Syncytial Viruses,"Regulatory Elements, Transcriptional",9,6,6.46e-06,B04.820.480.937.600.670.600.750.700,B04.820.480.937.600.670.600.750
"National Health Planning Information Center, U.S.",United States Health Resources and Services Administration,Magnoliopsida,8,6,0.000324,I01.409.418.750.600.650.790.525,I01.409.418.750.600.650.790
